interaction_id,customer_id,interaction_date,channel,interaction_type,response_flag,conversion_flag,campaign_id,message_theme
INT-000001434,CUST-0000128,2025-10-07,sms,upsell,0,0,CAMP-000017,discount
INT-000001435,CUST-0000128,2024-05-02,remarketing,retention,1,0,CAMP-000004,early_access
INT-000001436,CUST-0000128,2023-06-03,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001437,CUST-0000128,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001438,CUST-0000128,2024-09-30,in_app,conversion,1,0,CAMP-000005,exclusive_access
INT-000001439,CUST-0000129,2025-09-04,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001440,CUST-0000129,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000001441,CUST-0000129,2023-10-03,push,upsell,1,0,CAMP-000008,bundle
INT-000001442,CUST-0000129,2025-08-15,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001443,CUST-0000129,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000001444,CUST-0000129,2024-09-23,push,reactivation,1,1,CAMP-000002,exclusive_access
INT-000001445,CUST-0000129,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000001446,CUST-0000129,2024-01-28,email,loyalty,1,0,CAMP-000018,exclusive_access
INT-000001447,CUST-0000129,2023-09-14,email,conversion,0,0,CAMP-000006,bundle
INT-000001448,CUST-0000129,2023-01-15,push,reactivation,0,0,CAMP-000019,bundle
INT-000001449,CUST-0000129,2024-04-23,sms,loyalty,1,1,CAMP-000020,exclusive_access
INT-000001450,CUST-0000129,2024-05-03,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001451,CUST-0000129,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001452,CUST-0000130,2025-10-22,push,cross_sell,1,0,CAMP-000016,early_access
INT-000001453,CUST-0000130,2025-08-15,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001454,CUST-0000130,2025-01-09,email,retention,0,0,CAMP-000014,discount
INT-000001455,CUST-0000130,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001456,CUST-0000130,2024-04-23,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001457,CUST-0000130,2023-09-16,email,conversion,1,0,CAMP-000006,bundle
INT-000001458,CUST-0000130,2024-09-26,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001459,CUST-0000130,2024-01-29,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001460,CUST-0000130,2023-05-17,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001461,CUST-0000130,2024-01-28,in_app,conversion,1,0,CAMP-000015,discount
INT-000001462,CUST-0000130,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001463,CUST-0000130,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000001464,CUST-0000130,2025-05-29,email,cross_sell,1,0,CAMP-000012,discount
INT-000001465,CUST-0000130,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000001466,CUST-0000130,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001467,CUST-0000130,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000001468,CUST-0000130,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000001469,CUST-0000131,2025-08-17,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001470,CUST-0000131,2024-04-21,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001471,CUST-0000131,2024-09-24,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000001472,CUST-0000131,2025-09-06,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001473,CUST-0000131,2023-05-19,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001474,CUST-0000131,2025-05-28,email,cross_sell,0,0,CAMP-000012,discount
INT-000001475,CUST-0000131,2025-10-22,push,cross_sell,1,0,CAMP-000016,early_access
INT-000001476,CUST-0000131,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000001477,CUST-0000131,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000001478,CUST-0000131,2025-01-10,email,retention,0,0,CAMP-000014,discount
INT-000001479,CUST-0000131,2024-05-01,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001480,CUST-0000131,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000001481,CUST-0000131,2024-08-09,email,loyalty,0,0,CAMP-000011,early_access
INT-000001482,CUST-0000132,2023-10-01,push,upsell,0,0,CAMP-000008,bundle
INT-000001483,CUST-0000132,2025-09-06,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001484,CUST-0000132,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001485,CUST-0000132,2024-01-28,in_app,conversion,0,0,CAMP-000015,discount
INT-000001486,CUST-0000132,2024-05-04,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001487,CUST-0000132,2023-06-01,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001488,CUST-0000132,2025-10-21,push,cross_sell,1,0,CAMP-000016,early_access
INT-000001489,CUST-0000133,2024-09-26,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000001490,CUST-0000133,2024-08-08,email,loyalty,1,1,CAMP-000011,early_access
INT-000001491,CUST-0000133,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000001492,CUST-0000133,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000001493,CUST-0000133,2024-09-24,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001494,CUST-0000133,2023-03-15,sms,loyalty,1,0,CAMP-000009,early_access
INT-000001495,CUST-0000133,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000001496,CUST-0000133,2025-08-17,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001497,CUST-0000133,2024-01-28,in_app,conversion,0,0,CAMP-000015,discount
INT-000001498,CUST-0000133,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001499,CUST-0000133,2025-08-14,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001500,CUST-0000133,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001501,CUST-0000133,2025-10-04,sms,upsell,1,0,CAMP-000017,discount
INT-000001502,CUST-0000133,2023-03-14,sms,loyalty,1,0,CAMP-000009,early_access
INT-000001503,CUST-0000133,2023-05-17,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001504,CUST-0000133,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001505,CUST-0000133,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001506,CUST-0000133,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001507,CUST-0000133,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000001508,CUST-0000133,2023-10-01,push,upsell,0,0,CAMP-000008,bundle
INT-000001509,CUST-0000134,2024-10-03,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001510,CUST-0000134,2023-09-15,email,conversion,1,1,CAMP-000006,bundle
INT-000001511,CUST-0000134,2024-05-01,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001512,CUST-0000135,2024-08-07,email,loyalty,0,0,CAMP-000011,early_access
INT-000001513,CUST-0000135,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000001514,CUST-0000135,2025-01-07,email,retention,0,0,CAMP-000014,discount
INT-000001515,CUST-0000135,2025-10-21,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001516,CUST-0000135,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000001517,CUST-0000135,2024-04-23,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001518,CUST-0000135,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000001519,CUST-0000135,2025-08-17,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001520,CUST-0000135,2024-05-04,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001521,CUST-0000135,2023-05-20,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001522,CUST-0000135,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001523,CUST-0000136,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001524,CUST-0000136,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001525,CUST-0000136,2023-09-14,email,conversion,0,0,CAMP-000006,bundle
INT-000001526,CUST-0000136,2025-10-23,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001527,CUST-0000136,2024-09-30,in_app,conversion,1,0,CAMP-000005,exclusive_access
INT-000001528,CUST-0000136,2024-09-25,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001529,CUST-0000136,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000001530,CUST-0000136,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001531,CUST-0000136,2025-09-06,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001532,CUST-0000136,2024-08-09,email,loyalty,0,0,CAMP-000011,early_access
INT-000001533,CUST-0000136,2025-10-06,sms,upsell,0,0,CAMP-000017,discount
INT-000001534,CUST-0000136,2024-05-01,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001535,CUST-0000136,2024-04-22,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001536,CUST-0000137,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000001537,CUST-0000137,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001538,CUST-0000137,2025-05-30,email,cross_sell,1,0,CAMP-000012,discount
INT-000001539,CUST-0000137,2024-01-29,in_app,conversion,1,0,CAMP-000015,discount
INT-000001540,CUST-0000137,2023-10-03,push,upsell,0,0,CAMP-000008,bundle
INT-000001541,CUST-0000137,2024-05-01,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001542,CUST-0000138,2023-10-02,push,upsell,0,0,CAMP-000008,bundle
INT-000001543,CUST-0000138,2024-10-03,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001544,CUST-0000138,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001545,CUST-0000138,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001546,CUST-0000138,2023-09-23,push,upsell,1,0,CAMP-000010,discount
INT-000001547,CUST-0000138,2024-04-21,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000001548,CUST-0000138,2025-08-14,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001549,CUST-0000138,2023-01-13,push,reactivation,0,0,CAMP-000019,bundle
INT-000001550,CUST-0000138,2025-09-03,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001551,CUST-0000138,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000001552,CUST-0000138,2025-10-20,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001553,CUST-0000138,2024-01-28,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001554,CUST-0000138,2023-05-18,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001555,CUST-0000138,2023-03-14,sms,loyalty,1,0,CAMP-000009,early_access
INT-000001556,CUST-0000138,2023-09-14,email,conversion,0,0,CAMP-000006,bundle
INT-000001557,CUST-0000139,2025-01-07,email,retention,0,0,CAMP-000014,discount
INT-000001558,CUST-0000139,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000001559,CUST-0000139,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001560,CUST-0000139,2025-09-03,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001561,CUST-0000139,2024-01-27,in_app,conversion,0,0,CAMP-000015,discount
INT-000001562,CUST-0000139,2024-09-26,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001563,CUST-0000140,2023-05-19,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001564,CUST-0000140,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001565,CUST-0000140,2024-05-01,remarketing,retention,1,0,CAMP-000004,early_access
INT-000001566,CUST-0000140,2023-06-02,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001567,CUST-0000140,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000001568,CUST-0000140,2025-10-21,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001569,CUST-0000140,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001570,CUST-0000140,2024-04-21,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000001571,CUST-0000140,2023-09-14,email,conversion,0,0,CAMP-000006,bundle
INT-000001572,CUST-0000140,2024-01-30,email,loyalty,1,0,CAMP-000018,exclusive_access
INT-000001573,CUST-0000140,2025-09-04,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001574,CUST-0000140,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001575,CUST-0000140,2024-01-29,in_app,conversion,1,0,CAMP-000015,discount
INT-000001576,CUST-0000140,2023-09-25,push,upsell,1,0,CAMP-000010,discount
INT-000001577,CUST-0000140,2025-01-08,email,retention,0,0,CAMP-000014,discount
INT-000001578,CUST-0000140,2023-10-03,push,upsell,0,0,CAMP-000008,bundle
INT-000001579,CUST-0000141,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000001580,CUST-0000141,2023-09-23,push,upsell,1,0,CAMP-000010,discount
INT-000001581,CUST-0000141,2024-10-02,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001582,CUST-0000141,2023-09-26,push,upsell,0,0,CAMP-000010,discount
INT-000001583,CUST-0000141,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000001584,CUST-0000141,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000001585,CUST-0000141,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001586,CUST-0000141,2025-10-22,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001587,CUST-0000141,2024-09-30,in_app,conversion,1,0,CAMP-000005,exclusive_access
INT-000001588,CUST-0000141,2024-08-09,email,loyalty,0,0,CAMP-000011,early_access
INT-000001589,CUST-0000141,2023-05-20,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001590,CUST-0000141,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001591,CUST-0000141,2023-09-14,email,conversion,0,0,CAMP-000006,bundle
INT-000001592,CUST-0000141,2025-05-28,email,cross_sell,0,0,CAMP-000012,discount
INT-000001593,CUST-0000141,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000001594,CUST-0000141,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000001595,CUST-0000141,2023-10-03,push,upsell,1,1,CAMP-000008,bundle
INT-000001596,CUST-0000141,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001597,CUST-0000141,2024-05-02,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001598,CUST-0000141,2024-04-22,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001599,CUST-0000142,2025-09-06,email,retention,1,0,CAMP-000001,exclusive_access
INT-000001600,CUST-0000142,2023-05-17,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001601,CUST-0000142,2025-08-14,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001602,CUST-0000142,2023-03-14,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001603,CUST-0000142,2025-10-21,push,cross_sell,1,0,CAMP-000016,early_access
INT-000001604,CUST-0000142,2025-01-09,email,retention,1,0,CAMP-000014,discount
INT-000001605,CUST-0000142,2024-09-25,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001606,CUST-0000142,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000001607,CUST-0000142,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000001608,CUST-0000142,2025-05-28,email,cross_sell,1,0,CAMP-000012,discount
INT-000001609,CUST-0000142,2024-08-09,email,loyalty,0,0,CAMP-000011,early_access
INT-000001610,CUST-0000142,2025-10-05,sms,upsell,0,0,CAMP-000017,discount
INT-000001611,CUST-0000142,2023-09-30,push,upsell,0,0,CAMP-000008,bundle
INT-000001612,CUST-0000142,2024-10-03,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001613,CUST-0000142,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001614,CUST-0000143,2025-10-06,sms,upsell,0,0,CAMP-000017,discount
INT-000001615,CUST-0000143,2024-05-04,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001616,CUST-0000143,2023-01-14,push,reactivation,0,0,CAMP-000019,bundle
INT-000001617,CUST-0000143,2025-10-21,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001618,CUST-0000143,2024-09-25,push,reactivation,0,0,CAMP-000002,exclusive_access
INT-000001619,CUST-0000143,2025-08-16,push,cross_sell,0,0,CAMP-000013,cashback
INT-000001620,CUST-0000143,2024-08-09,email,loyalty,0,0,CAMP-000011,early_access
INT-000001621,CUST-0000143,2023-10-03,push,upsell,0,0,CAMP-000008,bundle
INT-000001622,CUST-0000143,2023-03-14,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001623,CUST-0000144,2023-10-01,push,upsell,1,0,CAMP-000008,bundle
INT-000001624,CUST-0000144,2024-04-23,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000001625,CUST-0000144,2024-01-27,in_app,conversion,0,0,CAMP-000015,discount
INT-000001626,CUST-0000144,2024-08-08,email,loyalty,0,0,CAMP-000011,early_access
INT-000001627,CUST-0000144,2024-05-01,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001628,CUST-0000144,2023-03-16,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001629,CUST-0000144,2025-10-21,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001630,CUST-0000144,2023-09-16,email,conversion,0,0,CAMP-000006,bundle
INT-000001631,CUST-0000144,2025-01-10,email,retention,1,0,CAMP-000014,discount
INT-000001632,CUST-0000144,2024-10-03,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001633,CUST-0000144,2025-05-29,email,cross_sell,0,0,CAMP-000012,discount
INT-000001634,CUST-0000144,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001635,CUST-0000144,2023-09-25,push,upsell,0,0,CAMP-000010,discount
INT-000001636,CUST-0000144,2025-10-04,sms,upsell,0,0,CAMP-000017,discount
INT-000001637,CUST-0000144,2024-01-28,email,loyalty,1,0,CAMP-000018,exclusive_access
INT-000001638,CUST-0000145,2025-10-20,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001639,CUST-0000145,2024-04-20,sms,loyalty,0,0,CAMP-000020,exclusive_access
INT-000001640,CUST-0000145,2023-10-03,push,upsell,0,0,CAMP-000008,bundle
INT-000001641,CUST-0000145,2024-10-01,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001642,CUST-0000145,2025-01-07,email,retention,1,0,CAMP-000014,discount
INT-000001643,CUST-0000145,2025-10-07,sms,upsell,1,0,CAMP-000017,discount
INT-000001644,CUST-0000145,2023-06-03,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001645,CUST-0000145,2025-09-05,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001646,CUST-0000145,2023-03-17,sms,loyalty,1,0,CAMP-000009,early_access
INT-000001647,CUST-0000145,2023-05-20,email,cross_sell,1,0,CAMP-000003,early_access
INT-000001648,CUST-0000146,2025-01-08,email,retention,0,0,CAMP-000014,discount
INT-000001649,CUST-0000146,2024-08-10,email,loyalty,1,0,CAMP-000011,early_access
INT-000001650,CUST-0000146,2023-09-23,push,upsell,1,1,CAMP-000010,discount
INT-000001651,CUST-0000146,2024-05-03,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001652,CUST-0000146,2024-01-30,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001653,CUST-0000146,2025-10-22,push,cross_sell,0,0,CAMP-000016,early_access
INT-000001654,CUST-0000146,2024-01-26,in_app,conversion,0,0,CAMP-000015,discount
INT-000001655,CUST-0000146,2023-03-15,sms,loyalty,0,0,CAMP-000009,early_access
INT-000001656,CUST-0000147,2023-10-01,push,upsell,0,0,CAMP-000008,bundle
INT-000001657,CUST-0000147,2023-09-15,email,conversion,0,0,CAMP-000006,bundle
INT-000001658,CUST-0000147,2024-05-01,remarketing,retention,0,0,CAMP-000004,early_access
INT-000001659,CUST-0000147,2024-01-29,in_app,conversion,0,0,CAMP-000015,discount
INT-000001660,CUST-0000147,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000001661,CUST-0000147,2023-01-12,push,reactivation,0,0,CAMP-000019,bundle
INT-000001662,CUST-0000147,2025-08-16,push,cross_sell,1,0,CAMP-000013,cashback
INT-000001663,CUST-0000147,2025-05-28,email,cross_sell,0,0,CAMP-000012,discount
INT-000001664,CUST-0000147,2025-09-03,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001665,CUST-0000147,2024-09-26,push,reactivation,1,0,CAMP-000002,exclusive_access
INT-000001666,CUST-0000147,2023-09-24,push,upsell,1,0,CAMP-000010,discount
INT-000001667,CUST-0000147,2023-05-20,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001668,CUST-0000148,2023-09-24,push,upsell,0,0,CAMP-000010,discount
INT-000001669,CUST-0000148,2024-04-23,sms,loyalty,1,0,CAMP-000020,exclusive_access
INT-000001670,CUST-0000148,2024-01-30,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001671,CUST-0000148,2023-05-20,email,cross_sell,0,0,CAMP-000003,early_access
INT-000001672,CUST-0000148,2023-06-04,sms,retention,0,0,CAMP-000007,free_shipping
INT-000001673,CUST-0000148,2025-05-31,email,cross_sell,1,0,CAMP-000012,discount
INT-000001674,CUST-0000148,2024-08-10,email,loyalty,0,0,CAMP-000011,early_access
INT-000001675,CUST-0000148,2023-10-01,push,upsell,0,0,CAMP-000008,bundle
INT-000001676,CUST-0000148,2024-09-30,in_app,conversion,0,0,CAMP-000005,exclusive_access
INT-000001677,CUST-0000148,2025-01-08,email,retention,0,0,CAMP-000014,discount
INT-000001678,CUST-0000148,2025-09-03,email,retention,0,0,CAMP-000001,exclusive_access
INT-000001679,CUST-0000148,2023-01-13,push,reactivation,1,1,CAMP-000019,bundle
INT-000001680,CUST-0000149,2024-01-31,email,loyalty,0,0,CAMP-000018,exclusive_access
INT-000001681,CUST-0000149,2025-08-16,push,cross_sell,0,0,CAMP-000013,cashback
